district,crime_type,latitude,longitude,date,time,year
girinagar,2 wheeler theft,12.9143145,77.597372,,19:15:00,2015
girinagar,2 wheeler theft,12.9144777,77.5295196,,10:30:00,2015
girinagar,2 wheeler theft,12.9147937,77.5295194,2015-02-16,13:15:00,2015
girinagar,2 wheeler theft,12.8978565,77.5944308,2015-02-16,14:00:00,2015
girinagar,2 wheeler theft,12.9108572,77.5764323,2015-02-18,13:50:00,2015
girinagar,2 wheeler theft,12.9159341,77.5834543,2015-02-20,00:00:00,2015
girinagar,2 wheeler theft,12.9159806,77.5681333,2015-02-24,15:15:00,2015
girinagar,2 wheeler theft,12.8934268,77.5638784,2015-02-24,19:30:00,2015
girinagar,2 wheeler theft,12.9062162,77.5954373,2015-02-25,17:40:00,2015
girinagar,2 wheeler theft,12.9014666,77.5889394,2015-02-28,13:00:00,2015
girinagar,2 wheeler theft,12.9119148,77.597496,,21:50:00,2015
girinagar,2 wheeler theft,12.8998217,77.5663605,,12:20:00,2015
girinagar,2 wheeler theft,12.9158958,77.5973937,,16:00:00,2015
girinagar,2 wheeler theft,12.8999994,77.5850921,2015-03-14,12:00:00,2015
girinagar,2 wheeler theft,12.9112055,77.5935164,2015-03-25,12:30:00,2015
girinagar,2 wheeler theft,12.9043076,77.5783411,2015-03-26,07:15:00,2015
girinagar,2 wheeler theft,12.916582,77.5950877,2015-03-26,17:00:00,2015
girinagar,2 wheeler theft,12.9230991,77.5786912,2015-03-26,21:30:00,2015
girinagar,2 wheeler theft,12.9106388,77.5792415,2015-03-28,15:00:00,2015
girinagar,2 wheeler theft,12.9108381,77.5267101,2015-03-30,17:45:00,2015
girinagar,2 wheeler theft,12.912451,77.5764631,2015-03-31,10:45:00,2015
girinagar,2 wheeler theft,12.9053286,77.5937894,,12:00:00,2015
girinagar,2 wheeler theft,12.9077254,77.5978325,,16:00:00,2015
girinagar,2 wheeler theft,12.9077514,77.5912664,,19:00:00,2015
girinagar,2 wheeler theft,12.9080696,77.4599325,2015-04-15,11:50:00,2015
girinagar,2 wheeler theft,12.9077705,77.5815606,2015-04-17,19:15:00,2015
girinagar,2 wheeler theft,12.9958855,77.5171967,2015-04-21,19:30:00,2015
girinagar,2 wheeler theft,12.9093151,77.5731743,2015-04-21,22:10:00,2015
girinagar,2 wheeler theft,12.8911779,77.579489,2015-04-24,21:30:00,2015
girinagar,2 wheeler theft,12.9136898,77.583736,2015-04-27,10:10:00,2015
girinagar,2 wheeler theft,12.9072388,77.5713789,2015-04-28,10:30:00,2015
girinagar,2 wheeler theft,12.9183568,77.6028079,2015-04-28,23:15:00,2015
girinagar,2 wheeler theft,12.8950958,77.5852983,2015-04-29,11:15:00,2015
girinagar,2 wheeler theft,12.8951218,77.5787322,,18:10:00,2015
girinagar,2 wheeler theft,12.9031786,77.5849079,,19:00:00,2015
girinagar,2 wheeler theft,12.9008018,77.5816468,,10:15:00,2015
girinagar,2 wheeler theft,12.9008278,77.5750807,,18:05:00,2015
girinagar,2 wheeler theft,12.9077602,77.5760421,2015-05-13,11:00:00,2015
girinagar,2 wheeler theft,12.9077862,77.569476,2015-05-16,13:10:00,2015
girinagar,2 wheeler theft,12.89145,77.5656028,2015-05-17,12:00:00,2015
girinagar,2 wheeler theft,12.9133357,77.5824947,2015-05-17,16:30:00,2015
girinagar,2 wheeler theft,12.9090896,77.5842335,2015-05-18,18:15:00,2015
girinagar,2 wheeler theft,12.861,77.5798343,2015-05-25,14:10:00,2015
girinagar,2 wheeler theft,12.9055733,77.5737403,2015-05-27,11:00:00,2015
girinagar,2 wheeler theft,12.9043378,77.5805354,2015-05-28,10:15:00,2015
girinagar,2 wheeler theft,12.9043378,77.5805354,2015-05-29,11:15:00,2015
girinagar,2 wheeler theft,12.9089063,77.5978035,2015-05-29,17:30:00,2015
girinagar,2 wheeler theft,12.8807651,77.5499705,,11:30:00,2015
girinagar,2 wheeler theft,12.8918733,77.5760625,,15:30:00,2015
girinagar,2 wheeler theft,12.9053555,77.577754,,10:30:00,2015
girinagar,2 wheeler theft,12.8929625,77.575637,,12:10:00,2015
girinagar,2 wheeler theft,12.9060197,77.5820522,,13:00:00,2015
girinagar,2 wheeler theft,12.9061063,77.5492212,2015-06-17,17:00:00,2015
girinagar,2 wheeler theft,12.894285,77.5813033,2015-06-19,13:00:00,2015
girinagar,2 wheeler theft,12.9085246,77.5796617,2015-06-19,14:30:00,2015
girinagar,2 wheeler theft,12.9164782,77.5901863,2015-06-19,22:10:00,2015
girinagar,2 wheeler theft,12.9119429,77.5749591,2015-06-22,10:30:00,2015
girinagar,2 wheeler theft,12.9122711,77.5855913,2015-06-22,12:00:00,2015
girinagar,2 wheeler theft,12.9029352,77.5708923,2015-06-27,21:35:00,2015
girinagar,2 wheeler theft,12.9637533,77.5168826,2015-06-29,16:15:00,2015
girinagar,2 wheeler theft,12.8969174,77.5941004,,12:30:00,2015
girinagar,2 wheeler theft,12.8972962,77.4890314,,10:40:00,2015
girinagar,2 wheeler theft,12.9088289,77.590309,,15:10:00,2015
girinagar,2 wheeler theft,12.8896097,77.5799274,,10:30:00,2015
girinagar,2 wheeler theft,12.9116619,77.5714176,2015-07-16,21:30:00,2015
girinagar,2 wheeler theft,12.9042766,77.5860081,2015-07-24,14:10:00,2015
girinagar,2 wheeler theft,12.9056417,77.587171,2015-07-26,12:20:00,2015
girinagar,2 wheeler theft,12.908332,77.5883169,2015-07-28,10:10:00,2015
girinagar,2 wheeler theft,12.891874,77.5722678,,21:00:00,2015
girinagar,2 wheeler theft,12.9147013,77.5901702,,11:00:00,2015
girinagar,2 wheeler theft,12.9164294,77.5928205,,16:30:00,2015
girinagar,2 wheeler theft,12.9122956,77.5871272,,15:30:00,2015
girinagar,2 wheeler theft,12.9117755,77.5978418,,11:45:00,2015
girinagar,2 wheeler theft,12.9065529,77.5840374,2015-08-15,12:00:00,2015
girinagar,2 wheeler theft,12.9188508,77.5920109,2015-08-19,16:20:00,2015
girinagar,2 wheeler theft,12.9607566,77.5045435,2015-08-20,12:10:00,2015
girinagar,2 wheeler theft,12.9226108,77.5504603,2015-08-23,08:25:00,2015
girinagar,2 wheeler theft,12.9079595,77.5796007,2015-08-26,11:30:00,2015
girinagar,2 wheeler theft,12.9123367,77.5753893,2015-08-26,15:00:00,2015
girinagar,2 wheeler theft,12.9070668,77.5824862,2015-08-28,12:00:00,2015
girinagar,2 wheeler theft,12.9103962,77.5881939,,14:35:00,2015
girinagar,2 wheeler theft,12.9047516,77.5859256,,12:20:00,2015
girinagar,2 wheeler theft,12.9113134,77.5778436,,19:20:00,2015
girinagar,2 wheeler theft,12.9016613,77.591716,,19:00:00,2015
girinagar,2 wheeler theft,12.9102266,77.573465,,10:15:00,2015
girinagar,2 wheeler theft,12.9095272,77.5724722,,16:15:00,2015
girinagar,2 wheeler theft,12.8897795,77.5430398,,23:20:00,2015
girinagar,2 wheeler theft,12.8986844,77.5701467,2015-09-16,11:30:00,2015
girinagar,2 wheeler theft,12.9114052,77.5806481,2015-09-16,19:00:00,2015
girinagar,2 wheeler theft,12.916317,77.5814483,2015-09-18,18:30:00,2015
girinagar,2 wheeler theft,12.9120932,77.5776531,,14:40:00,2015
girinagar,2 wheeler theft,12.9112862,77.5902845,,16:30:00,2015
girinagar,2 wheeler theft,12.9182129,77.5874986,,11:30:00,2015
girinagar,2 wheeler theft,12.9015916,77.5830689,,23:00:00,2015
girinagar,2 wheeler theft,12.9063735,77.5945017,,11:55:00,2015
girinagar,2 wheeler theft,12.9012851,77.586504,,12:15:00,2015
girinagar,2 wheeler theft,12.9080514,77.5758748,,11:00:00,2015
girinagar,2 wheeler theft,12.9125541,77.578243,,11:30:00,2015
girinagar,2 wheeler theft,12.8969955,77.569931,,09:30:00,2015
girinagar,2 wheeler theft,12.9164782,77.5901863,,11:00:00,2015
girinagar,2 wheeler theft,12.911867,77.5723821,2015-10-16,18:10:00,2015
girinagar,2 wheeler theft,12.9118205,77.5877031,2015-10-20,14:30:00,2015
girinagar,2 wheeler theft,12.8916715,77.5121741,2015-10-22,09:45:00,2015
girinagar,2 wheeler theft,12.9084829,77.5864992,2015-10-27,12:15:00,2015
girinagar,2 wheeler theft,12.9115792,77.5790908,2015-10-27,17:30:00,2015
girinagar,2 wheeler theft,12.9105151,77.5796778,2015-10-27,19:45:00,2015
girinagar,2 wheeler theft,12.9133796,77.5875121,2015-10-30,11:30:00,2015
girinagar,2 wheeler theft,12.9010783,77.5869911,,11:00:00,2015
girinagar,2 wheeler theft,12.9148274,77.5862183,,15:45:00,2015
girinagar,2 wheeler theft,12.9148169,77.5862183,,08:45:00,2015
girinagar,2 wheeler theft,12.9054817,77.5836763,,10:30:00,2015
girinagar,2 wheeler theft,12.8953489,77.5826563,2015-11-17,18:10:00,2015
girinagar,2 wheeler theft,12.9009907,77.5858522,2015-11-21,10:35:00,2015
girinagar,2 wheeler theft,12.9052128,77.5860968,2015-11-21,12:15:00,2015
girinagar,2 wheeler theft,12.9067819,77.5820718,2015-11-24,16:30:00,2015
girinagar,2 wheeler theft,12.9067559,77.5886379,2015-11-30,19:35:00,2015
girinagar,2 wheeler theft,12.898687,77.5709177,,13:15:00,2015
girinagar,2 wheeler theft,12.914057,77.5922226,,11:40:00,2015
girinagar,2 wheeler theft,12.9094322,77.5706543,,20:25:00,2015
girinagar,2 wheeler theft,12.9150401,77.5848676,,12:10:00,2015
girinagar,2 wheeler theft,12.904056,77.5807885,,16:10:00,2015
girinagar,2 wheeler theft,12.9217529,77.5825697,2015-12-13,10:15:00,2015
girinagar,2 wheeler theft,12.9036392,77.5806814,2015-12-15,19:05:00,2015
girinagar,2 wheeler theft,12.9070991,77.5854734,2015-12-22,20:00:00,2015
girinagar,2 wheeler theft,12.9143909,77.5965978,2015-12-24,11:10:00,2015
girinagar,2 wheeler theft,12.9011152,77.5860979,2015-12-24,12:00:00,2015
girinagar,2 wheeler theft,12.9050495,77.5732506,2015-12-24,12:40:00,2015
girinagar,2 wheeler theft,12.8953428,77.5796813,2015-12-25,17:15:00,2015
girinagar,2 wheeler theft,12.9087903,77.5718047,,15:15:00,2016
girinagar,2 wheeler theft,12.9095172,77.5910063,,16:30:00,2016
girinagar,2 wheeler theft,12.9057454,77.5871944,,12:15:00,2016
girinagar,2 wheeler theft,12.8989851,77.5715475,,15:30:00,2016
girinagar,2 wheeler theft,12.7694063,77.6201729,,10:15:00,2016
girinagar,2 wheeler theft,12.9032961,77.5795281,,11:15:00,2016
girinagar,2 wheeler theft,12.9001909,77.5834218,,13:30:00,2016
girinagar,2 wheeler theft,12.9164782,77.5901863,2016-01-13,16:30:00,2016
girinagar,2 wheeler theft,12.9054915,77.5781472,2016-01-16,12:00:00,2016
girinagar,2 wheeler theft,12.9135052,77.5744027,2016-01-18,08:40:00,2016
girinagar,2 wheeler theft,12.7942903,77.6186244,2016-01-18,13:30:00,2016
girinagar,2 wheeler theft,12.9103962,77.5881939,2016-01-20,12:15:00,2016
girinagar,2 wheeler theft,12.9064936,77.586014,2016-01-20,13:00:00,2016
girinagar,2 wheeler theft,12.9071806,77.5903186,2016-01-22,09:15:00,2016
girinagar,2 wheeler theft,12.9143145,77.597372,2016-01-22,20:15:00,2016
girinagar,2 wheeler theft,12.9035518,77.5809121,2016-01-25,14:30:00,2016
girinagar,2 wheeler theft,12.9023916,77.5896382,2016-01-27,17:30:00,2016
girinagar,2 wheeler theft,12.9080387,77.5745688,2016-01-28,11:10:00,2016
girinagar,2 wheeler theft,12.9133702,77.5947384,2016-01-29,12:05:00,2016
girinagar,2 wheeler theft,12.9117821,77.5957892,2016-01-29,12:45:00,2016
girinagar,2 wheeler theft,12.9156223,77.5844122,2016-01-29,13:20:00,2016
girinagar,2 wheeler theft,12.9078016,77.5765677,2016-01-29,21:35:00,2016
girinagar,2 wheeler theft,12.9123816,77.5746445,2016-01-29,21:50:00,2016
girinagar,2 wheeler theft,12.9065012,77.5978687,2016-01-30,13:00:00,2016
girinagar,2 wheeler theft,12.9065272,77.5913026,2016-01-30,20:25:00,2016
girinagar,2 wheeler theft,12.9456796,77.6145995,,08:45:00,2016
girinagar,2 wheeler theft,12.911058,77.5851285,,13:41:00,2016
girinagar,2 wheeler theft,12.9085246,77.5796617,,15:00:00,2016
girinagar,2 wheeler theft,12.8988216,77.5770057,,17:15:00,2016
girinagar,2 wheeler theft,12.9164782,77.5901863,2016-02-15,18:30:00,2016
girinagar,2 wheeler theft,12.9165247,77.5748653,2016-02-17,20:05:00,2016
girinagar,2 wheeler theft,12.9070223,77.5948755,2016-02-23,14:40:00,2016
girinagar,2 wheeler theft,12.8982839,77.5689839,2016-02-23,14:40:00,2016
girinagar,2 wheeler theft,12.9042879,77.5884535,2016-02-24,16:45:00,2016
girinagar,2 wheeler theft,12.9043344,77.5731325,2016-02-28,11:40:00,2016
girinagar,2 wheeler theft,12.9099209,77.5862602,,20:45:00,2016
girinagar,2 wheeler theft,12.9108911,77.5766733,,16:10:00,2016
girinagar,2 wheeler theft,12.9020645,77.5712393,,,2016
girinagar,2 wheeler theft,12.9147085,77.5919691,,11:30:00,2016
girinagar,2 wheeler theft,12.8971647,77.5697233,2016-03-14,18:45:00,2016
girinagar,2 wheeler theft,12.8949759,77.5791437,2016-03-18,12:05:00,2016
girinagar,2 wheeler theft,12.9737491,77.5396984,2016-03-19,16:40:00,2016
girinagar,2 wheeler theft,12.9737491,77.5374201,2016-03-19,20:15:00,2016
girinagar,2 wheeler theft,12.8904427,77.5652102,2016-03-22,12:00:00,2016
girinagar,2 wheeler theft,12.9166719,77.5892002,2016-03-24,17:40:00,2016
girinagar,2 wheeler theft,12.9239112,77.599978,2016-03-25,11:45:00,2016
girinagar,2 wheeler theft,12.9050036,77.5874776,2016-03-28,11:20:00,2016
girinagar,2 wheeler theft,12.9049452,77.5781382,,13:10:00,2016
girinagar,2 wheeler theft,12.8965995,77.558537,,12:00:00,2016
girinagar,2 wheeler theft,12.9221119,77.5837002,,20:25:00,2016
girinagar,2 wheeler theft,12.9119875,77.5812725,,21:10:00,2016
girinagar,2 wheeler theft,12.8989033,77.5864483,,19:35:00,2016
girinagar,2 wheeler theft,12.8136777,77.4655359,2016-04-18,23:15:00,2016
girinagar,2 wheeler theft,12.9124103,77.5870629,2016-04-20,17:15:00,2016
girinagar,2 wheeler theft,12.9050036,77.5874776,2016-04-21,12:45:00,2016
girinagar,2 wheeler theft,12.9117027,77.591605,2016-04-24,10:40:00,2016
girinagar,2 wheeler theft,12.9062135,77.5959424,2016-04-26,21:30:00,2016
girinagar,2 wheeler theft,12.8807651,77.5499705,2016-04-29,17:10:00,2016
girinagar,2 wheeler theft,12.8808476,77.5499705,2016-04-30,20:15:00,2016
girinagar,2 wheeler theft,12.9108921,77.576662,,13:30:00,2016
girinagar,2 wheeler theft,12.9080219,77.5764137,,17:30:00,2016
girinagar,2 wheeler theft,12.900138,77.5833296,,21:05:00,2016
girinagar,2 wheeler theft,12.9124841,77.5910353,2016-05-13,15:30:00,2016
girinagar,2 wheeler theft,12.9091476,77.5748646,2016-05-13,21:30:00,2016
girinagar,2 wheeler theft,12.9129868,77.5804996,2016-05-19,11:35:00,2016
girinagar,2 wheeler theft,12.9104654,77.5890738,2016-05-24,13:45:00,2016
girinagar,2 wheeler theft,12.9164972,77.5939278,2016-05-25,20:15:00,2016
girinagar,2 wheeler theft,12.9104155,77.583716,2016-05-30,20:10:00,2016
girinagar,2 wheeler theft,12.9104155,77.583716,2016-05-30,20:25:00,2016
girinagar,2 wheeler theft,12.8922868,77.5773142,2016-05-31,21:00:00,2016
girinagar,2 wheeler theft,12.8879846,77.5927732,,08:15:00,2016
girinagar,2 wheeler theft,12.9084907,77.5728394,,15:30:00,2016
girinagar,2 wheeler theft,12.897694,77.580906,,19:30:00,2016
girinagar,2 wheeler theft,12.9120932,77.5776531,,18:30:00,2016
girinagar,2 wheeler theft,12.9113496,77.5752264,,20:15:00,2016
girinagar,2 wheeler theft,12.8973154,77.5672237,2016-06-14,11:45:00,2016
girinagar,2 wheeler theft,12.9141413,77.5834073,2016-06-16,10:15:00,2016
girinagar,2 wheeler theft,12.8986844,77.570347,2016-06-17,20:00:00,2016
girinagar,2 wheeler theft,12.8921884,77.5963849,2016-06-21,16:00:00,2016
girinagar,2 wheeler theft,12.9158154,77.5930411,2016-06-22,12:15:00,2016
girinagar,2 wheeler theft,12.9056668,77.5892894,2016-06-23,14:30:00,2016
girinagar,2 wheeler theft,12.910647,77.5731035,2016-06-28,20:05:00,2016
girinagar,2 wheeler theft,12.9088669,77.5950873,2016-06-29,15:35:00,2016
girinagar,2 wheeler theft,12.9077754,77.5751496,,20:05:00,2016
girinagar,2 wheeler theft,12.9077859,77.5751496,,17:00:00,2016
girinagar,2 wheeler theft,12.9251077,77.5988194,,16:35:00,2016
girinagar,2 wheeler theft,12.9134518,77.5883934,,17:45:00,2016
girinagar,2 wheeler theft,12.9134752,77.580733,,11:20:00,2016
girinagar,2 wheeler theft,12.9109933,77.577546,,16:00:00,2016
girinagar,2 wheeler theft,12.9105916,77.5788548,2016-07-13,11:00:00,2016
girinagar,2 wheeler theft,12.8995955,77.5699612,2016-07-14,16:45:00,2016
girinagar,2 wheeler theft,12.9080514,77.5758748,2016-07-15,20:00:00,2016
girinagar,2 wheeler theft,12.9076947,77.5717929,2016-07-16,11:15:00,2016
girinagar,2 wheeler theft,12.9069991,77.5720367,2016-07-16,20:10:00,2016
girinagar,2 wheeler theft,12.9116607,77.5860521,2016-07-19,16:00:00,2016
girinagar,2 wheeler theft,12.9059209,77.595293,2016-07-26,18:10:00,2016
girinagar,2 wheeler theft,12.9067854,77.5770718,2016-07-28,17:50:00,2016
girinagar,2 wheeler theft,12.9121036,77.5733551,2016-07-28,19:15:00,2016
girinagar,2 wheeler theft,12.905118,77.5895652,,07:00:00,2016
girinagar,2 wheeler theft,12.9103798,77.5725853,,08:15:00,2016
girinagar,2 wheeler theft,12.905732,77.5874371,,17:00:00,2016
girinagar,2 wheeler theft,12.9116102,77.5909028,,10:30:00,2016
girinagar,2 wheeler theft,12.9099209,77.5862602,,11:00:00,2016
girinagar,2 wheeler theft,12.9099469,77.5796941,,11:45:00,2016
girinagar,2 wheeler theft,12.9085038,77.5927965,2016-08-13,19:00:00,2016
girinagar,2 wheeler theft,12.9129359,77.5765529,2016-08-13,19:30:00,2016
girinagar,2 wheeler theft,12.9203297,77.5814445,2016-08-13,20:45:00,2016
girinagar,2 wheeler theft,12.9203762,77.5661235,2016-08-13,21:00:00,2016
girinagar,2 wheeler theft,12.9396724,77.5050632,2016-08-13,21:30:00,2016
girinagar,2 wheeler theft,12.8983412,77.5867776,2016-08-16,16:00:00,2016
girinagar,2 wheeler theft,12.9054003,77.5836808,2016-08-18,11:30:00,2016
girinagar,2 wheeler theft,12.9151942,77.5927357,2016-08-20,18:50:00,2016
girinagar,2 wheeler theft,12.9152808,77.5599047,2016-08-21,17:15:00,2016
girinagar,2 wheeler theft,12.9084498,77.5742016,2016-08-22,23:10:00,2016
girinagar,2 wheeler theft,12.9113496,77.5752264,2016-08-25,17:30:00,2016
girinagar,2 wheeler theft,12.8977777,77.5705204,2016-08-25,20:15:00,2016
girinagar,2 wheeler theft,12.9126336,77.5803178,2016-08-30,17:30:00,2016
girinagar,2 wheeler theft,12.8986844,77.5701467,,18:30:00,2016
girinagar,2 wheeler theft,12.8987282,77.5537313,,19:20:00,2016
girinagar,2 wheeler theft,12.9217529,77.5825697,,19:30:00,2016
girinagar,2 wheeler theft,12.9136978,77.5755933,,22:45:00,2016
girinagar,2 wheeler theft,12.9129342,77.5852723,,19:00:00,2016
girinagar,2 wheeler theft,12.9109337,77.5768905,,21:30:00,2016
girinagar,2 wheeler theft,12.905966,77.5794364,,18:20:00,2016
girinagar,2 wheeler theft,12.8946208,77.5726585,,14:30:00,2016
girinagar,2 wheeler theft,12.9069297,77.5839456,,13:35:00,2016
girinagar,2 wheeler theft,12.9049829,77.5964971,,18:20:00,2016
girinagar,2 wheeler theft,12.9088191,77.5911795,,19:30:00,2016
girinagar,2 wheeler theft,12.8823007,77.6421299,,13:30:00,2016
girinagar,2 wheeler theft,12.9055733,77.5737403,2016-09-16,15:40:00,2016
girinagar,2 wheeler theft,12.9091489,77.5749182,2016-09-22,16:30:00,2016
girinagar,2 wheeler theft,12.9061809,77.5761523,2016-09-22,20:15:00,2016
girinagar,2 wheeler theft,12.8994628,77.5879082,2016-09-27,13:20:00,2016
girinagar,2 wheeler theft,12.8949266,77.5797921,2016-09-27,19:45:00,2016
girinagar,2 wheeler theft,12.9204557,77.5927397,2016-09-29,08:15:00,2016
girinagar,2 wheeler theft,12.907227,77.5850279,,17:15:00,2016
girinagar,2 wheeler theft,12.9164703,77.5892631,,16:00:00,2016
girinagar,2 wheeler theft,12.9048306,77.5911549,,09:00:00,2016
girinagar,2 wheeler theft,12.9113677,77.5960245,,14:30:00,2016
girinagar,2 wheeler theft,12.9019915,77.5702781,2016-10-13,21:00:00,2016
girinagar,2 wheeler theft,12.7942903,77.6186244,2016-10-15,11:00:00,2016
girinagar,2 wheeler theft,12.9032684,77.5813839,2016-10-15,15:00:00,2016
girinagar,2 wheeler theft,12.9108373,77.5735857,2016-10-15,20:15:00,2016
girinagar,2 wheeler theft,12.9055162,77.57742,2016-10-16,08:40:00,2016
girinagar,2 wheeler theft,12.8656861,77.5190988,2016-10-16,09:15:00,2016
girinagar,2 wheeler theft,12.8843862,77.5612567,2016-10-16,10:15:00,2016
girinagar,2 wheeler theft,12.906408,77.5836806,2016-10-17,08:00:00,2016
girinagar,2 wheeler theft,12.9064946,77.5508496,2016-10-17,14:05:00,2016
girinagar,2 wheeler theft,12.9125009,77.5726922,2016-10-18,17:10:00,2016
girinagar,2 wheeler theft,12.8986844,77.5708546,2016-10-19,14:45:00,2016
girinagar,2 wheeler theft,12.9583931,77.6133147,2016-10-19,16:15:00,2016
girinagar,2 wheeler theft,12.9119971,77.580521,2016-10-24,11:15:00,2016
girinagar,2 wheeler theft,12.8929582,77.5641009,,10:30:00,2016
girinagar,2 wheeler theft,12.9056972,77.5761708,,12:45:00,2016
girinagar,2 wheeler theft,12.9154445,77.5843151,,13:15:00,2016
girinagar,2 wheeler theft,12.9155833,77.5892263,,16:45:00,2016
girinagar,2 wheeler theft,12.9106125,77.5911797,,22:45:00,2016
girinagar,2 wheeler theft,12.9108904,77.576682,,12:30:00,2016
girinagar,2 wheeler theft,12.9109369,77.561361,,15:10:00,2016
girinagar,2 wheeler theft,12.9071693,77.5739887,,10:40:00,2016
girinagar,2 wheeler theft,12.9067229,77.5735098,,12:30:00,2016
girinagar,2 wheeler theft,12.9114985,77.581973,,15:10:00,2016
girinagar,2 wheeler theft,12.9087798,77.5718047,2016-11-14,11:45:00,2016
girinagar,2 wheeler theft,12.8941861,77.5812776,2016-11-14,21:30:00,2016
girinagar,2 wheeler theft,12.9045672,77.5835518,2016-11-15,13:30:00,2016
girinagar,2 wheeler theft,12.9053529,77.5903186,2016-11-19,13:50:00,2016
girinagar,2 wheeler theft,12.8471471,77.5699785,2016-11-19,15:20:00,2016
girinagar,2 wheeler theft,12.9106291,77.5739464,2016-11-22,10:30:00,2016
girinagar,2 wheeler theft,12.9060236,77.5970624,2016-11-23,13:30:00,2016
girinagar,2 wheeler theft,12.8924623,77.5955068,2016-11-23,20:00:00,2016
girinagar,2 wheeler theft,12.9117148,77.5913008,2016-11-26,22:05:00,2016
girinagar,2 wheeler theft,12.9055791,77.5752691,2016-11-28,14:45:00,2016
girinagar,2 wheeler theft,12.9092846,77.5887198,2016-11-28,15:30:00,2016
girinagar,2 wheeler theft,12.9017543,77.5708348,,11:15:00,2016
girinagar,2 wheeler theft,12.8929065,77.5816106,,12:54:00,2016
girinagar,2 wheeler theft,12.9057021,77.5883601,,12:35:00,2016
girinagar,2 wheeler theft,12.9027279,77.5749579,,13:05:00,2016
girinagar,2 wheeler theft,12.898694,77.576426,,15:00:00,2016
girinagar,2 wheeler theft,12.9135229,77.5888862,,13:20:00,2016
girinagar,2 wheeler theft,12.9320639,77.5733541,,13:45:00,2016
girinagar,2 wheeler theft,12.9103798,77.5725853,,16:30:00,2016
girinagar,2 wheeler theft,12.8902592,77.5813993,,11:31:00,2016
girinagar,2 wheeler theft,12.8902592,77.5813993,,19:45:00,2016
girinagar,2 wheeler theft,12.9166667,77.5913889,,20:05:00,2016
girinagar,2 wheeler theft,12.912997,77.5764456,,11:30:00,2016
girinagar,2 wheeler theft,12.8986844,77.5701467,,16:10:00,2016
girinagar,2 wheeler theft,12.8939858,77.5696474,,19:15:00,2016
girinagar,2 wheeler theft,12.909427,77.572843,,12:20:00,2016
girinagar,2 wheeler theft,12.8889619,77.5874967,,19:10:00,2016
girinagar,2 wheeler theft,12.9129555,77.5764456,,16:45:00,2016
girinagar,2 wheeler theft,12.9087798,77.5718047,,17:15:00,2016
girinagar,2 wheeler theft,12.9030369,77.580521,,17:35:00,2016
girinagar,2 wheeler theft,12.893242,77.5765389,,18:00:00,2016
girinagar,2 wheeler theft,12.8988197,77.5784865,2016-12-14,20:45:00,2016
girinagar,2 wheeler theft,12.9050995,77.5896883,2016-12-17,09:30:00,2016
girinagar,2 wheeler theft,12.9703481,77.6419314,2016-12-19,09:00:00,2016
girinagar,2 wheeler theft,12.8988637,77.5577131,2016-12-20,15:45:00,2016
girinagar,2 wheeler theft,12.912386,77.5909992,2016-12-20,16:30:00,2016
girinagar,2 wheeler theft,12.9114576,77.5760498,2016-12-24,18:10:00,2016
girinagar,2 wheeler theft,12.9050134,77.5810344,2016-12-26,10:00:00,2016
girinagar,2 wheeler theft,12.912815,77.5950573,2016-12-26,12:15:00,2016
girinagar,2 wheeler theft,12.9049874,77.5876005,2016-12-26,16:05:00,2016
girinagar,2 wheeler theft,12.9217529,77.5825697,2016-12-27,17:10:00,2016
girinagar,2 wheeler theft,12.9049691,77.5873496,2016-12-28,20:15:00,2016
girinagar,2 wheeler theft,12.9203184,77.579691,,20:15:00,2017
girinagar,2 wheeler theft,12.9101695,77.5870192,,16:30:00,2017
girinagar,2 wheeler theft,12.910216,77.5716982,2017-01-13,13:05:00,2017
girinagar,2 wheeler theft,12.9104152,77.5191668,2017-01-16,13:30:00,2017
girinagar,2 wheeler theft,12.9164782,77.5901863,2017-01-23,16:00:00,2017
girinagar,2 wheeler theft,12.9143145,77.597372,,13:40:00,2017
girinagar,2 wheeler theft,12.908332,77.5883169,,12:10:00,2017
girinagar,2 wheeler theft,12.9128148,77.5756627,,12:30:00,2017
girinagar,2 wheeler theft,12.916473,77.592375,,08:50:00,2017
girinagar,2 wheeler theft,12.9086267,77.5910674,2017-02-20,12:00:00,2017
girinagar,2 wheeler theft,12.9217529,77.5825697,2017-02-23,16:00:00,2017
girinagar,2 wheeler theft,12.9217994,77.5672487,2017-02-23,18:15:00,2017
girinagar,2 wheeler theft,12.9087588,77.5913153,2017-02-25,17:00:00,2017
girinagar,2 wheeler theft,12.9152853,77.5889758,2017-02-26,20:45:00,2017
girinagar,2 wheeler theft,12.9125428,77.5900454,,13:50:00,2017
girinagar,2 wheeler theft,12.9103962,77.5881939,2017-03-15,21:15:00,2017
girinagar,2 wheeler theft,12.9163605,77.5841222,2017-03-21,09:15:00,2017
girinagar,2 wheeler theft,12.9048825,77.5877278,2017-03-21,13:30:00,2017
girinagar,2 wheeler theft,12.9085246,77.5796617,2017-03-24,13:30:00,2017
girinagar,2 wheeler theft,12.9127289,77.5955015,,13:45:00,2017
girinagar,2 wheeler theft,12.9159378,77.5855939,2017-04-13,11:30:00,2017
girinagar,2 wheeler theft,12.9112281,77.5777576,2017-04-17,10:00:00,2017
girinagar,2 wheeler theft,12.8978849,77.644838,2017-04-21,18:30:00,2017
